NAC_ID,VOLUME_ID,URL,PRODUCT_ID,PRODUCT_VERSION_ID,ORBIT_NUMBER,SLEW_ANGLE,MISSION_PHASE_NAME,DATA_QUALITY_ID,START_TIME,STOP_TIME,IMAGE_LINES,LINE_SAMPLES,SAMPLE_BITS,SCALED_PIXEL_WIDTH,SCALED_PIXEL_HEIGHT,RESOLUTION,EMMISSION_ANGLE,INCIDENCE_ANGLE,PHASE_ANGLE,NORTH_AZIMUTH,SUB_SOLAR_AZIMUTH,SUB_SOLAR_LATITUDE,SUB_SOLAR_LONGITUDE,SUB_SPACECRAFT_LATITUDE,SUB_SPACECRAFT_LONGITUDE,SOLAR_DISTANCE,SOLAR_LONGITUDE,CENTER_LATITUDE,CENTER_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,SPACECRAFT_ALTITUDE,TARGET_CENTER_DISTANCE,ORBIT_NODE,LRO_FLIGHT_DIRECTION
161,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015051/NAC/M1179064409LC.IMG""","""M1179064409LC""","""v1.9""",25561,   0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-20 09:39:02.741""","""2015-02-20 09:39:41.81""",41984,5064,16,  1.59,  1.36,1.475,1.8,45.21,45.27,274.35,90.36,  0.98,162.02, 46.18,163.59,147577447.4,134.72, 46.17,163.81, 45.24,163.55, 47.11,163.69, 47.09,164.08, 45.23,163.92, 159.26,1896.66,A,-X
162,"""LROLRC_1028""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1028/DATA/ESM2/2016217/NAC/M1224926932RC.IMG""","""M1224926932RC""","""v1.9""",32074,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-08-04 05:14:25.188""","""2016-08-04 05:15:10.205""",52224,5064,16,  1.28,  1.28,1.284,1.19,47.6,47.64,265.14,92.92, -0.78,168.66, 46.62,163.77,151404924.4,325.62, 46.61,163.66, 47.70,163.37, 45.49,163.62, 45.51,163.92, 47.72,163.69, 128.58,1865.98,A,+X
163,"""LROLRC_1005""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1005/DATA/SCI/2010308/NAC/M143541633LC.IMG""","""M143541633LC""","""v1.9""",6287,  -0.008,"""SCIENCE MISSION""",0,"""2010-11-04 20:26:05.83""","""2010-11-04 20:26:28.465""",52224,5064,16,  0.64,  0.68,0.664,1.71,46.8,48.17,273.4,217.97, -1.19,200.90,-34.32,165.39,148010409.8,305.90,-34.32,165.46,-33.73,165.40,-34.91,165.40,-34.91,165.53,-33.73,165.53,  64.38,1801.86,D,+X
164,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017055/NAC/M1242569189LC.IMG""","""M1242569189LC""","""v1.9""",34582,   0.061,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-24 09:52:02.334""","""2017-02-24 09:52:17.16""",25600,5064,16,  0.84,  0.90,0.871,1.73,48.29,49.57,276.9,221.55, -0.05,201.91,-34.29,165.41,147721604.7,181.94,-34.29,165.51,-34.67,165.40,-33.91,165.45,-33.91,165.62,-34.68,165.56,  83.84,1821.32,D,-X
165,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012056/NAC/M184775705RC.IMG""","""M184775705RC""","""v1.9""",12317,  -0.006,"""SCIENCE MISSION""",0,"""2012-02-25 02:20:38.353""","""2012-02-25 02:21:08.694""",45056,5064,16,  1.01,  1.04,1.024,1.17,25.92,24.88,92.18,157.52,  1.55,145.89, -9.23,169.48,147739260.0, 82.70, -9.23,169.55,-10.00,169.62, -8.46,169.65, -8.45,169.47,-10.00,169.45, 101.16,1838.49,D,+X
166,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016012/NAC/M1207256871RC.IMG""","""M1207256871RC""","""v1.9""",29561,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-01-12 16:53:24.058""","""2016-01-12 16:53:48.965""",43008,5064,16,  0.88,  0.90,0.892,1.16,28.54,27.46,93.8,162.0,  1.37,143.02, -9.27,169.54,146822853.4,110.51, -9.27,169.60, -9.92,169.64, -8.64,169.70, -8.63,169.55, -9.91,169.50,  88.66,1825.98,D,+X
167,"""LROLRC_1010""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1010/DATA/SCI/2012055/NAC/M184690695LC.IMG""","""M184690695LC""","""v1.9""",12306,  -0.007,"""SCIENCE MISSION""",0,"""2012-02-24 02:43:48.085""","""2012-02-24 02:44:40.711""",52224,5064,16,  1.51,  1.47,1.492,1.79,36.58,37.87,90.18,225.7,  1.55,157.89, 29.00,183.43,147669786.2, 83.09, 29.00,183.27, 27.72,183.39, 30.27,183.43, 30.27,183.14, 27.73,183.11, 151.00,1888.33,A,+X
168,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016011/NAC/M1207180276LC.IMG""","""M1207180276LC""","""v1.9""",29551,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-01-11 19:36:48.996""","""2016-01-11 19:37:34.013""",52224,5064,16,  1.33,  1.28,1.303,1.77,39.34,40.67,92.05,222.87,  1.38,153.82, 29.03,183.33,146780960.4,110.27, 29.04,183.19, 27.93,183.26, 30.14,183.38, 30.15,183.12, 27.94,183.01, 132.68,1870.00,A,+X
169,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011269/NAC/M171720741RC.IMG""","""M171720741RC""","""v1.9""",10440,  -0.007,"""SCIENCE MISSION""",0,"""2011-09-26 23:57:53.458""","""2011-09-26 23:58:15.197""",52224,5064,16,  0.61,  0.66,0.636,1.15,46.96,46.83,266.05,266.74, -1.45,184.65,-48.39,183.39,149625304.0,283.99,-48.39,183.33,-47.82,183.25,-48.96,183.27,-48.96,183.42,-47.82,183.40,  61.40,1798.80,D,+X
170,"""LROLRC_1026""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1026/DATA/ESM2/2016038/NAC/M1209506627LC.IMG""","""M1209506627LC""","""v1.9""",29881,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2016-02-07 17:49:19.926""","""2016-02-07 17:49:35.123""",38912,5064,16,  0.53,  0.63,0.58,1.7,49.23,49.27,278.45,270.64,  0.90,186.49,-48.25,183.26,147182632.4,140.95,-48.26,183.33,-48.66,183.23,-47.85,183.31,-47.85,183.44,-48.67,183.36,  52.87,1790.27,D,-X
171,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012108/NAC/M189265664RC.IMG""","""M189265664RC""","""v1.9""",12946,   0.007,"""SCIENCE MISSION""",0,"""2012-04-17 01:33:17.23""","""2012-04-17 01:33:43.893""",52224,5064,16,  1.52,  0.74,1.131,1.2,41.5,40.7,270.35,136.45,  0.97,232.93, 33.07,205.04,149909232.7,141.17, 33.07,204.93, 32.43,204.76, 33.72,204.79, 33.71,205.09, 32.42,205.06, 152.02,1889.48,A,-X
172,"""LROLRC_1019""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1019/DATA/ESM/2014086/NAC/M1150535269LC.IMG""","""M1150535269LC""","""v1.9""",21550,   0.010,"""EXTENDED SCIENCE MISSION""",0,"""2014-03-27 04:53:22.472""","""2014-03-27 04:54:05.698""",52224,5064,16,  1.50,  1.21,1.357,1.79,39.84,41.01,273.55,129.84,  0.57,228.01, 34.04,204.75,149024513.5,156.58, 34.03,204.92, 33.00,204.72, 35.08,204.82, 35.07,205.12, 32.98,205.02, 150.21,1887.67,A,-X
173,"""LROLRC_1006""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1006/DATA/SCI/2011063/NAC/M153896070RC.IMG""","""M153896070RC""","""v1.9""",7813,  -0.004,"""SCIENCE MISSION""",0,"""2011-03-04 16:40:02.988""","""2011-03-04 16:40:24.28""",52224,5064,16,  0.61,  0.65,0.627,1.14,48.15,47.66,92.68,120.17,  1.51,183.14,-42.51,204.71,147937727.7, 76.87,-42.51,204.76,-43.07,204.83,-41.95,204.83,-41.95,204.70,-43.07,204.69,  60.90,1798.25,D,+X
174,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2016363/NAC/M1237603850LC.IMG""","""M1237603850LC""","""v1.9""",33876,  -0.007,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2016-12-28 22:36:22.847""","""2016-12-28 22:36:52.196""",52224,5064,16,  0.81,  0.88,0.845,1.72,49.24,50.27,90.36,126.02,  1.34,180.79,-42.96,204.80,146716663.6,117.98,-42.96,204.70,-43.72,204.71,-42.20,204.86,-42.19,204.67,-43.71,204.53,  80.81,1818.15,D,+X
175,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011268/NAC/M171564418RC.IMG""","""M171564418RC""","""v1.9""",10417,   0.009,"""SCIENCE MISSION""",0,"""2011-09-25 04:32:30.917""","""2011-09-25 04:32:51.761""",52224,5064,16,  0.59,  0.63,0.61,1.15,34.2,34.31,91.43,89.8, -1.47,206.77,-35.67,206.87,149747672.9,284.87,-35.67,206.92,-35.12,206.97,-36.22,206.98,-36.22,206.86,-35.12,206.85,  58.73,1796.13,D,-X
176,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015047/NAC/M1178757239RC.IMG""","""M1178757239RC""","""v1.9""",25517,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-16 20:19:32.35""","""2015-02-16 20:20:01.252""",52224,5064,16,  0.82,  0.87,0.846,1.16,36.6,36.59,94.95,95.77,  1.06,205.40,-35.51,206.93,147490639.2,133.67,-35.51,207.00,-36.27,207.04,-34.76,207.13,-34.76,206.96,-36.26,206.87,  82.34,1819.73,D,+X
177,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011295/NAC/M173919733RC.IMG""","""M173919733RC""","""v1.9""",10764,  -0.006,"""SCIENCE MISSION""",0,"""2011-10-22 10:47:45.821""","""2011-10-22 10:48:06.217""",52224,5064,16,  0.58,  0.62,0.598,1.14,44.04,43.22,266.87,227.5, -1.13,234.54,-37.25,207.25,148713883.6,312.94,-37.25,207.20,-36.71,207.14,-37.79,207.15,-37.79,207.27,-36.71,207.25,  57.71,1795.18,D,+X
178,"""LROLRC_1023""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1023/DATA/ESM2/2015075/NAC/M1181109334LC.IMG""","""M1181109334LC""","""v1.9""",25848,   0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-16 01:41:07.284""","""2015-03-16 01:41:35.29""",52224,5064,16,  0.80,  0.84,0.82,1.72,44.97,46.02,276.59,234.07,  0.41,234.04,-37.09,207.12,148605353.6,163.66,-37.10,207.22,-37.82,207.09,-36.36,207.18,-36.37,207.35,-37.83,207.26,  79.72,1817.18,D,-X
179,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013041/NAC/M1115151270RC.IMG""","""M1115151270RC""","""v1.9""",16573,  -0.010,"""EXTENDED SCIENCE MISSION""",0,"""2013-02-10 16:00:03.125""","""2013-02-10 16:00:29.788""",52224,5064,16,  1.25,  0.77,1.008,1.19,34.61,33.5,92.34,204.92,  1.52,179.77, 17.21,211.07,147277867.7, 90.96, 17.21,211.15, 16.55,211.24, 17.87,211.28, 17.88,211.06, 16.55,211.03, 125.38,1862.69,A,+X
180,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015020/NAC/M1176391783RC.IMG""","""M1176391783RC""","""v1.9""",25185,  -0.009,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-01-20 11:15:15.95""","""2015-01-20 11:15:59.624""",52224,5064,16,  1.27,  1.25,1.262,1.19,35.85,34.74,93.22,204.62,  1.45,178.31, 17.13,211.02,146848320.8,103.88, 17.13,211.10, 16.04,211.17, 18.20,211.26, 18.21,211.04, 16.05,210.95, 127.41,1864.72,A,+X
181,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012257/NAC/M1102153513LC.IMG""","""M1102153513LC""","""v1.9""",14749,   0.019,"""SCIENCE MISSION""",0,"""2012-09-13 05:30:46.311""","""2012-09-13 05:31:08.945""",52224,5064,16,  0.64,  0.69,0.668,1.72,38.36,38.56,84.87,96.32, -1.43,210.88,-39.49,216.18,150205939.9,292.08,-39.49,216.10,-38.89,216.14,-40.09,216.19,-40.10,216.05,-38.89,216.01,  64.04,1801.44,D,-X
182,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014235/NAC/M1163409393LC.IMG""","""M1163409393LC""","""v1.9""",23358,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2014-08-23 05:02:06.559""","""2014-08-23 05:02:23.851""",32768,5064,16,  0.74,  0.84,0.786,1.72,38.83,39.15,83.7,99.42, -1.22,208.23,-39.37,216.25,150924318.1,307.54,-39.37,216.16,-38.92,216.21,-39.82,216.27,-39.83,216.11,-38.92,216.06,  73.52,1810.91,D,-X
183,"""LROLRC_1011""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1011/DATA/SCI/2012106/NAC/M189136719LC.IMG""","""M189136719LC""","""v1.9""",12928,   0.006,"""SCIENCE MISSION""",0,"""2012-04-15 13:44:12.087""","""2012-04-15 13:44:38.75""",52224,5064,16,  1.35,  0.76,1.054,1.77,31.86,33.4,273.16,149.72,  0.99,251.16, 19.29,224.40,149946507.7,141.18, 19.29,224.53, 18.64,224.40, 19.95,224.43, 19.94,224.67, 18.63,224.63, 134.73,1872.21,A,-X
184,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017051/NAC/M1242204584LC.IMG""","""M1242204584LC""","""v1.9""",34531,   0.057,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-20 04:35:17.264""","""2017-02-20 04:35:36.917""",25600,5064,16,  1.20,  1.16,1.177,1.76,34.15,35.75,275.24,152.64,  0.04,253.35, 19.38,224.51,147819934.6,178.48, 19.37,224.63, 18.89,224.49, 19.86,224.56, 19.85,224.77, 18.87,224.70, 119.74,1857.22,A,-X
185,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017051/NAC/M1242204584RC.IMG""","""M1242204584RC""","""v1.9""",34531,   0.057,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-02-20 04:35:17.264""","""2017-02-20 04:35:36.917""",25600,5064,16,  1.19,  1.16,1.175,1.19,34.32,33.34,272.73,152.85,  0.04,253.35, 19.38,224.51,147819934.6,178.48, 19.37,224.43, 18.89,224.29, 19.87,224.35, 19.86,224.56, 18.88,224.50, 119.74,1857.22,A,-X
186,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014261/NAC/M1165692288LC.IMG""","""M1165692288LC""","""v1.9""",23679,  -0.008,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-09-18 15:10:20.694""","""2014-09-18 15:10:54.072""",52224,5064,16,  1.17,  0.97,1.07,1.76,20.59,22.31,269.25,168.1, -0.63,245.76,  2.83,225.35,150125669.2,336.06,  2.84,225.46,  3.67,225.33,  2.00,225.40,  2.01,225.60,  3.68,225.53, 117.25,1854.72,A,+X
187,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015250/NAC/M1196296553RC.IMG""","""M1196296553RC""","""v1.9""",28003,  -0.011,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-09-07 20:21:25.912""","""2015-09-07 20:22:01.528""",52224,5064,16,  1.09,  1.03,1.062,1.18,22.55,21.42,265.76,168.91, -0.41,247.74,  2.88,225.48,150560192.5,344.29,  2.87,225.41,  3.76,225.28,  1.97,225.37,  1.98,225.55,  3.77,225.46, 109.16,1846.63,A,+X
188,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014056/NAC/M1147999697RC.IMG""","""M1147999697RC""","""v1.9""",21193,  -0.014,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-25 20:33:50.192""","""2014-02-25 20:34:09.769""",46080,5064,16,  0.65,  0.68,0.666,1.15,47.48,47.41,96.41,97.64,  1.21,225.42,-46.21,228.00,147866679.7,127.02,-46.21,228.06,-46.73,228.10,-45.69,228.19,-45.69,228.03,-46.72,227.94,  65.09,1802.48,D,+X
189,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015046/NAC/M1178607795RC.IMG""","""M1178607795RC""","""v1.9""",25496,  -0.011,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-15 02:48:47.676""","""2015-02-15 02:49:12.549""",52224,5064,16,  0.71,  0.76,0.734,1.15,47.26,47.23,96.99,96.83,  1.10,226.48,-46.14,228.03,147530177.4,133.77,-46.14,228.10,-46.80,228.11,-45.49,228.25,-45.48,228.08,-46.79,227.94,  71.37,1808.76,D,+X
190,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011293/NAC/M173783874RC.IMG""","""M173783874RC""","""v1.9""",10744,  -0.012,"""SCIENCE MISSION""",0,"""2011-10-20 21:03:26.673""","""2011-10-20 21:03:47.069""",52224,5064,16,  0.58,  0.62,0.6,1.15,38.63,37.78,266.42,225.17, -1.17,253.72,-31.58,228.54,148898253.8,312.65,-31.59,228.50,-31.05,228.43,-32.13,228.45,-32.12,228.57,-31.05,228.54,  58.12,1795.59,D,+X
191,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015073/NAC/M1180967414LC.IMG""","""M1180967414LC""","""v1.9""",25828,   0.010,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-03-14 10:15:46.935""","""2015-03-14 10:16:02.065""",28672,5064,16,  0.80,  0.83,0.815,1.72,40.17,41.26,276.79,232.36,  0.46,254.07,-31.64,228.47,148663744.5,162.55,-31.65,228.56,-32.03,228.46,-31.25,228.51,-31.26,228.67,-32.04,228.61,  79.83,1817.30,D,-X
192,"""LROLRC_1009""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1009/DATA/SCI/2011293/NAC/M173783874LC.IMG""","""M173783874LC""","""v1.9""",10744,  -0.012,"""SCIENCE MISSION""",0,"""2011-10-20 21:03:26.673""","""2011-10-20 21:03:47.069""",52224,5064,16,  0.58,  0.62,0.601,1.7,38.57,39.77,271.8,226.31, -1.17,253.72,-31.58,228.54,148898253.8,312.65,-31.58,228.61,-31.05,228.54,-32.12,228.56,-32.12,228.68,-31.05,228.65,  58.12,1795.59,D,+X
193,"""LROLRC_1014""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1014/DATA/ESM/2013066/NAC/M1117295576LC.IMG""","""M1117295576LC""","""v1.9""",16874,  -0.011,"""EXTENDED SCIENCE MISSION""",0,"""2013-03-07 11:38:29.517""","""2013-03-07 11:38:55.285""",52224,5064,16,  0.74,  0.78,0.762,1.72,29.94,30.24,89.89,98.94,  1.34,237.86,-28.44,241.25,148267596.5,120.40,-28.44,241.17,-29.11,241.21,-27.76,241.27,-27.76,241.13,-29.11,241.07,  74.09,1811.49,D,+X
194,"""LROLRC_1022""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1022/DATA/ESM2/2015045/NAC/M1178529953RC.IMG""","""M1178529953RC""","""v1.9""",25485,  -0.007,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-02-14 05:11:25.899""","""2015-02-14 05:11:54.353""",52224,5064,16,  0.81,  0.86,0.835,1.16,29.73,29.61,95.29,101.23,  1.12,237.46,-28.39,241.16,147565147.8,133.74,-28.39,241.22,-29.14,241.24,-27.66,241.34,-27.65,241.19,-29.13,241.09,  81.64,1819.03,D,+X
195,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012254/NAC/M1101946423LC.IMG""","""M1101946423LC""","""v1.9""",14720,   0.008,"""SCIENCE MISSION""",0,"""2012-09-10 19:59:16.361""","""2012-09-10 19:59:37.204""",52224,5064,16,  0.59,  0.64,0.619,1.7,42.16,42.5,83.75,100.21, -1.46,240.17,-42.87,249.09,150438203.6,292.64,-42.88,249.02,-42.32,249.05,-43.43,249.12,-43.44,248.98,-42.32,248.92,  59.34,1796.72,D,-X
196,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014232/NAC/M1163203102LC.IMG""","""M1163203102LC""","""v1.9""",23329,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2014-08-20 19:43:54.566""","""2014-08-20 19:44:18.99""",52224,5064,16,  0.69,  0.74,0.716,1.71,42.97,43.38,82.48,102.87, -1.24,237.44,-42.94,249.13,151114648.4,308.43,-42.94,249.04,-42.30,249.06,-43.58,249.18,-43.59,249.02,-42.30,248.91,  68.70,1806.08,D,-X
197,"""LROLRC_1018""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1018/DATA/ESM/2014055/NAC/M1147887599LC.IMG""","""M1147887599LC""","""v1.9""",21178,  -0.009,"""EXTENDED SCIENCE MISSION""",0,"""2014-02-24 13:25:32.126""","""2014-02-24 13:25:57.854""",27648,5064,16,  1.46,  1.36,1.411,1.78,41.44,41.76,92.96,261.5,  1.24,241.23, 41.95,249.94,147912160.3,126.95, 41.96,249.75, 41.33,249.86, 42.57,249.97, 42.59,249.64, 41.34,249.54, 145.73,1883.11,A,+X
198,"""LROLRC_1020""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1020/DATA/ESM/2014232/NAC/M1163165823RC.IMG""","""M1163165823RC""","""v1.9""",23324,   0.007,"""EXTENDED SCIENCE MISSION""",0,"""2014-08-20 09:22:36.308""","""2014-08-20 09:23:24.906""",52224,5064,16,  1.50,  1.36,1.427,1.2,43.66,43.3,86.45,255.44, -1.25,242.72, 41.95,249.50,151155286.7,308.53, 41.96,249.62, 43.14,249.69, 40.80,249.89, 40.78,249.57, 43.12,249.35, 149.81,1887.20,A,-X
199,"""LROLRC_1013""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1013/DATA/ESM/2012281/NAC/M1104266552RC.IMG""","""M1104266552RC""","""v1.9""",15045,   0.006,"""EXTENDED SCIENCE MISSION""",0,"""2012-10-07 16:28:05.5""","""2012-10-07 16:28:32.164""",52224,5064,16,  1.45,  0.76,1.106,1.19,33.82,33.17,266.73,127.54, -1.07,272.67, 26.11,251.91,149531184.9,319.64, 26.10,251.81, 26.74,251.64, 25.44,251.70, 25.45,251.97, 26.75,251.91, 145.27,1882.73,A,+X
200,"""LROLRC_1021""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1021/DATA/ESM2/2014259/NAC/M1165514150LC.IMG""","""M1165514150LC""","""v1.9""",23654,  -0.106,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2014-09-16 13:41:23.489""","""2014-09-16 13:41:41.634""",27648,5064,16,  1.34,  0.97,1.155,1.78,32.1,33.04,268.03,124.45, -0.67,270.94, 25.58,251.70,150361189.0,335.64, 25.60,251.84, 26.04,251.69, 25.15,251.74, 25.16,251.99, 26.05,251.94, 133.40,1870.85,A,+X
201,"""LROLRC_1012""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1012/DATA/SCI/2012254/NAC/M1101917936LC.IMG""","""M1101917936LC""","""v1.9""",14716,   0.008,"""SCIENCE MISSION""",0,"""2012-09-10 12:04:29.01""","""2012-09-10 12:04:48.511""",52224,5064,16,  0.55,  0.60,0.578,1.7,46.87,47.19,82.94,99.78, -1.47,244.20,-47.59,253.90,150473926.8,292.62,-47.59,253.82,-47.07,253.85,-48.11,253.93,-48.11,253.79,-47.07,253.71,  55.21,1792.59,D,-X
202,"""LROLRC_1016""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1016/DATA/ESM/2013243/NAC/M1132555080RC.IMG""","""M1132555080RC""","""v1.9""",19021,   0.008,"""EXTENDED SCIENCE MISSION""",0,"""2013-08-31 02:23:32.975""","""2013-08-31 02:23:52.476""",52224,5064,16,  0.56,  0.60,0.58,1.14,48.02,47.85,89.04,103.27, -1.38,241.57,-48.20,253.86,150815392.8,300.63,-48.20,253.92,-47.68,253.94,-48.72,254.04,-48.72,253.90,-47.68,253.80,  55.68,1793.07,D,-X
203,"""LROLRC_1024""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1024/DATA/ESM2/2015220/NAC/M1193716285LC.IMG""","""M1193716285LC""","""v1.9""",27636,   0.025,"""SECOND EXTENDED SCIENCE MISSION""",0,"""2015-08-08 23:36:58.079""","""2015-08-08 23:37:43.096""",52224,5064,16,  1.39,  1.26,1.327,1.78,44.88,45.25,84.57,259.23, -1.10,252.45, 43.58,257.44,151530422.6,316.11, 43.57,257.26, 44.67,257.29, 42.49,257.53, 42.47,257.22, 44.66,256.96, 138.87,1876.26,A,-X
204,"""LROLRC_1030""","""http://lroc.sese.asu.edu/data/LRO-L-LROC-3-CDR-V1.0/LROLRC_1030/DATA/ESM3/2017021/NAC/M1239652079RC.IMG""","""M1239652079RC""","""v1.9""",34168,  -0.045,"""THIRD EXTENDED SCIENCE MISSION""",0,"""2017-01-21 15:33:32.731""","""2017-01-21 15:34:17.747""",52224,5064,16,  1.27,  1.28,1.276,1.19,42.88,42.83,95.8,268.09,  0.84,252.70, 43.53,257.17,147099006.8,148.41, 43.53,257.28, 42.41,257.29, 44.62,257.58, 44.64,257.28, 42.43,257.00, 127.19,1864.59,A,+X
